date,province,district_or_city,scenario,rainfall_mm
2029-11,KPK,Peshawar,ssp245,50.6
2029-12,KPK,Peshawar,ssp245,62.7
2030-01,KPK,Peshawar,ssp245,99.7
2030-02,KPK,Peshawar,ssp245,109.0
2030-03,KPK,Peshawar,ssp245,135.4
2030-04,KPK,Peshawar,ssp245,142.6
2030-05,KPK,Peshawar,ssp245,129.5
2030-06,KPK,Peshawar,ssp245,98.2
2030-07,KPK,Peshawar,ssp245,84.4
2030-08,KPK,Peshawar,ssp245,65.6
2030-09,KPK,Peshawar,ssp245,57.5
2030-10,KPK,Peshawar,ssp245,51.8
2030-11,KPK,Peshawar,ssp245,44.3
2030-12,KPK,Peshawar,ssp245,75.9
2031-01,KPK,Peshawar,ssp245,82.8
2031-02,KPK,Peshawar,ssp245,108.8
2031-03,KPK,Peshawar,ssp245,128.8
2031-04,KPK,Peshawar,ssp245,131.4
2031-05,KPK,Peshawar,ssp245,139.0
2031-06,KPK,Peshawar,ssp245,120.6
2031-07,KPK,Peshawar,ssp245,81.0
2031-08,KPK,Peshawar,ssp245,61.8
2031-09,KPK,Peshawar,ssp245,64.2
2031-10,KPK,Peshawar,ssp245,50.7
2031-11,KPK,Peshawar,ssp245,60.3
2031-12,KPK,Peshawar,ssp245,71.0
2032-01,KPK,Peshawar,ssp245,101.1
2032-02,KPK,Peshawar,ssp245,118.4
2032-03,KPK,Peshawar,ssp245,133.8
2032-04,KPK,Peshawar,ssp245,128.1
2032-05,KPK,Peshawar,ssp245,132.6
2032-06,KPK,Peshawar,ssp245,100.3
2032-07,KPK,Peshawar,ssp245,90.2
2032-08,KPK,Peshawar,ssp245,66.5
2032-09,KPK,Peshawar,ssp245,50.3
2032-10,KPK,Peshawar,ssp245,43.6
2032-11,KPK,Peshawar,ssp245,41.0
2032-12,KPK,Peshawar,ssp245,81.3
2033-01,KPK,Peshawar,ssp245,90.9
2033-02,KPK,Peshawar,ssp245,112.0
2033-03,KPK,Peshawar,ssp245,132.6
2033-04,KPK,Peshawar,ssp245,142.5
2033-05,KPK,Peshawar,ssp245,139.2
2033-06,KPK,Peshawar,ssp245,110.4
2033-07,KPK,Peshawar,ssp245,94.5
2033-08,KPK,Peshawar,ssp245,65.4
2033-09,KPK,Peshawar,ssp245,62.9
2033-10,KPK,Peshawar,ssp245,51.9
2033-11,KPK,Peshawar,ssp245,64.4
2033-12,KPK,Peshawar,ssp245,79.1
2034-01,KPK,Peshawar,ssp245,99.6
2034-02,KPK,Peshawar,ssp245,118.5
2034-03,KPK,Peshawar,ssp245,130.3
2034-04,KPK,Peshawar,ssp245,125.7
2034-05,KPK,Peshawar,ssp245,132.3
2034-06,KPK,Peshawar,ssp245,127.7
2034-07,KPK,Peshawar,ssp245,90.7
2034-08,KPK,Peshawar,ssp245,68.1
2034-09,KPK,Peshawar,ssp245,63.0
2034-10,KPK,Peshawar,ssp245,65.7
2034-11,KPK,Peshawar,ssp245,50.3
2034-12,KPK,Peshawar,ssp245,55.0
2035-01,KPK,Peshawar,ssp245,89.7
2035-02,KPK,Peshawar,ssp245,116.1
2035-03,KPK,Peshawar,ssp245,129.5
2035-04,KPK,Peshawar,ssp245,134.2
2035-05,KPK,Peshawar,ssp245,126.9
2035-06,KPK,Peshawar,ssp245,110.7
2035-07,KPK,Peshawar,ssp245,88.6
2035-08,KPK,Peshawar,ssp245,77.1
2035-09,KPK,Peshawar,ssp245,63.6
2035-10,KPK,Peshawar,ssp245,41.5
2035-11,KPK,Peshawar,ssp245,71.5
2035-12,KPK,Peshawar,ssp245,78.0
2036-01,KPK,Peshawar,ssp245,99.7
2036-02,KPK,Peshawar,ssp245,114.1
2036-03,KPK,Peshawar,ssp245,133.5
2036-04,KPK,Peshawar,ssp245,128.5
2036-05,KPK,Peshawar,ssp245,143.9
2036-06,KPK,Peshawar,ssp245,127.5
2036-07,KPK,Peshawar,ssp245,94.1
2036-08,KPK,Peshawar,ssp245,65.1
2036-09,KPK,Peshawar,ssp245,57.8
2036-10,KPK,Peshawar,ssp245,59.2
2036-11,KPK,Peshawar,ssp245,57.3
2036-12,KPK,Peshawar,ssp245,69.4
2037-01,KPK,Peshawar,ssp245,97.7
2037-02,KPK,Peshawar,ssp245,110.5
2037-03,KPK,Peshawar,ssp245,142.8
2037-04,KPK,Peshawar,ssp245,145.5
2037-05,KPK,Peshawar,ssp245,137.8
2037-06,KPK,Peshawar,ssp245,112.1
2037-07,KPK,Peshawar,ssp245,98.5
2037-08,KPK,Peshawar,ssp245,84.8
2037-09,KPK,Peshawar,ssp245,44.9
2037-10,KPK,Peshawar,ssp245,57.2
2037-11,KPK,Peshawar,ssp245,72.1
2037-12,KPK,Peshawar,ssp245,90.5
2038-01,KPK,Peshawar,ssp245,90.0
2038-02,KPK,Peshawar,ssp245,120.3
2038-03,KPK,Peshawar,ssp245,141.5
2038-04,KPK,Peshawar,ssp245,148.4
2038-05,KPK,Peshawar,ssp245,119.4
2038-06,KPK,Peshawar,ssp245,103.0
2038-07,KPK,Peshawar,ssp245,99.0
2038-08,KPK,Peshawar,ssp245,81.0
2038-09,KPK,Peshawar,ssp245,61.1
2038-10,KPK,Peshawar,ssp245,54.0
2038-11,KPK,Peshawar,ssp245,72.1
2038-12,KPK,Peshawar,ssp245,88.9
2039-01,KPK,Peshawar,ssp245,93.8
2039-02,KPK,Peshawar,ssp245,120.4
2039-03,KPK,Peshawar,ssp245,125.5
2039-04,KPK,Peshawar,ssp245,153.5
2039-05,KPK,Peshawar,ssp245,123.8
2039-06,KPK,Peshawar,ssp245,111.2
2039-07,KPK,Peshawar,ssp245,91.9
2039-08,KPK,Peshawar,ssp245,70.0
2039-09,KPK,Peshawar,ssp245,72.9
2039-10,KPK,Peshawar,ssp245,75.5
2039-11,KPK,Peshawar,ssp245,65.2
2039-12,KPK,Peshawar,ssp245,75.9
2040-01,KPK,Peshawar,ssp245,104.9
2040-02,KPK,Peshawar,ssp245,113.1
2040-03,KPK,Peshawar,ssp245,145.7
2040-04,KPK,Peshawar,ssp245,140.8
2040-05,KPK,Peshawar,ssp245,138.8
2040-06,KPK,Peshawar,ssp245,115.1
2040-07,KPK,Peshawar,ssp245,98.2
2040-08,KPK,Peshawar,ssp245,66.6
2040-09,KPK,Peshawar,ssp245,64.1
2040-10,KPK,Peshawar,ssp245,65.4
2040-11,KPK,Peshawar,ssp245,49.9
2040-12,KPK,Peshawar,ssp245,71.6
2041-01,KPK,Peshawar,ssp245,96.6
2041-02,KPK,Peshawar,ssp245,118.7
2041-03,KPK,Peshawar,ssp245,135.7
2041-04,KPK,Peshawar,ssp245,141.7
2041-05,KPK,Peshawar,ssp245,138.7
2041-06,KPK,Peshawar,ssp245,121.1
2041-07,KPK,Peshawar,ssp245,87.8
2041-08,KPK,Peshawar,ssp245,82.5
2041-09,KPK,Peshawar,ssp245,74.2
2041-10,KPK,Peshawar,ssp245,61.4
2041-11,KPK,Peshawar,ssp245,51.4
2041-12,KPK,Peshawar,ssp245,82.2
2042-01,KPK,Peshawar,ssp245,104.9
2042-02,KPK,Peshawar,ssp245,114.4
2042-03,KPK,Peshawar,ssp245,137.9
2042-04,KPK,Peshawar,ssp245,152.8
2042-05,KPK,Peshawar,ssp245,150.0
2042-06,KPK,Peshawar,ssp245,123.3
2042-07,KPK,Peshawar,ssp245,105.6
2042-08,KPK,Peshawar,ssp245,79.7
2042-09,KPK,Peshawar,ssp245,62.7
2042-10,KPK,Peshawar,ssp245,71.1
2042-11,KPK,Peshawar,ssp245,73.5
2042-12,KPK,Peshawar,ssp245,86.1
2043-01,KPK,Peshawar,ssp245,98.1
2043-02,KPK,Peshawar,ssp245,134.3
2043-03,KPK,Peshawar,ssp245,146.3
2043-04,KPK,Peshawar,ssp245,134.0
2043-05,KPK,Peshawar,ssp245,146.8
2043-06,KPK,Peshawar,ssp245,124.6
2043-07,KPK,Peshawar,ssp245,104.8
2043-08,KPK,Peshawar,ssp245,66.4
2043-09,KPK,Peshawar,ssp245,55.6
2043-10,KPK,Peshawar,ssp245,69.0
2043-11,KPK,Peshawar,ssp245,61.1
2043-12,KPK,Peshawar,ssp245,88.6
2044-01,KPK,Peshawar,ssp245,92.9
2044-02,KPK,Peshawar,ssp245,112.6
2044-03,KPK,Peshawar,ssp245,154.0
2044-04,KPK,Peshawar,ssp245,151.9
2044-05,KPK,Peshawar,ssp245,138.4
2044-06,KPK,Peshawar,ssp245,126.0
2044-07,KPK,Peshawar,ssp245,98.1
2044-08,KPK,Peshawar,ssp245,85.7
2044-09,KPK,Peshawar,ssp245,76.9
2044-10,KPK,Peshawar,ssp245,59.1
2044-11,KPK,Peshawar,ssp245,71.7
2044-12,KPK,Peshawar,ssp245,70.2
2045-01,KPK,Peshawar,ssp245,118.0
2045-02,KPK,Peshawar,ssp245,132.7
2045-03,KPK,Peshawar,ssp245,140.0
2045-04,KPK,Peshawar,ssp245,143.3
2045-05,KPK,Peshawar,ssp245,151.3
2045-06,KPK,Peshawar,ssp245,121.4
2045-07,KPK,Peshawar,ssp245,107.4
2045-08,KPK,Peshawar,ssp245,81.5
2045-09,KPK,Peshawar,ssp245,61.7
2045-10,KPK,Peshawar,ssp245,71.3
2045-11,KPK,Peshawar,ssp245,65.8
2045-12,KPK,Peshawar,ssp245,87.8
2046-01,KPK,Peshawar,ssp245,102.4
2046-02,KPK,Peshawar,ssp245,124.9
2046-03,KPK,Peshawar,ssp245,139.8
2046-04,KPK,Peshawar,ssp245,141.8
2046-05,KPK,Peshawar,ssp245,147.0
2046-06,KPK,Peshawar,ssp245,125.5
2046-07,KPK,Peshawar,ssp245,112.2
2046-08,KPK,Peshawar,ssp245,90.6
2046-09,KPK,Peshawar,ssp245,79.2
2046-10,KPK,Peshawar,ssp245,60.5
2046-11,KPK,Peshawar,ssp245,75.0
2046-12,KPK,Peshawar,ssp245,83.8
2047-01,KPK,Peshawar,ssp245,105.8
2047-02,KPK,Peshawar,ssp245,121.3
2047-03,KPK,Peshawar,ssp245,138.5
2047-04,KPK,Peshawar,ssp245,152.6
2047-05,KPK,Peshawar,ssp245,139.6
2047-06,KPK,Peshawar,ssp245,121.5
2047-07,KPK,Peshawar,ssp245,113.0
2047-08,KPK,Peshawar,ssp245,88.6
2047-09,KPK,Peshawar,ssp245,61.3
2047-10,KPK,Peshawar,ssp245,66.0
2047-11,KPK,Peshawar,ssp245,79.6
2047-12,KPK,Peshawar,ssp245,94.6
2048-01,KPK,Peshawar,ssp245,102.8
2048-02,KPK,Peshawar,ssp245,119.2
2048-03,KPK,Peshawar,ssp245,140.3
2048-04,KPK,Peshawar,ssp245,159.1
2048-05,KPK,Peshawar,ssp245,149.0
2048-06,KPK,Peshawar,ssp245,110.4
2048-07,KPK,Peshawar,ssp245,114.1
2048-08,KPK,Peshawar,ssp245,69.7
2048-09,KPK,Peshawar,ssp245,86.6
2048-10,KPK,Peshawar,ssp245,72.7
2048-11,KPK,Peshawar,ssp245,68.8
2048-12,KPK,Peshawar,ssp245,87.9
2049-01,KPK,Peshawar,ssp245,113.0
2049-02,KPK,Peshawar,ssp245,125.0
2049-03,KPK,Peshawar,ssp245,147.6
2049-04,KPK,Peshawar,ssp245,148.7
2049-05,KPK,Peshawar,ssp245,142.3
2049-06,KPK,Peshawar,ssp245,140.9
2049-07,KPK,Peshawar,ssp245,92.7
2049-08,KPK,Peshawar,ssp245,88.1
2049-09,KPK,Peshawar,ssp245,61.9
2049-10,KPK,Peshawar,ssp245,65.7
2049-11,KPK,Peshawar,ssp245,67.3
2049-12,KPK,Peshawar,ssp245,107.7
2050-01,KPK,Peshawar,ssp245,104.9
2050-02,KPK,Peshawar,ssp245,128.7
2050-03,KPK,Peshawar,ssp245,140.2
2050-04,KPK,Peshawar,ssp245,157.5
2050-05,KPK,Peshawar,ssp245,141.2
2050-06,KPK,Peshawar,ssp245,125.0
2050-07,KPK,Peshawar,ssp245,123.8
2050-08,KPK,Peshawar,ssp245,94.7
2050-09,KPK,Peshawar,ssp245,75.7
2050-10,KPK,Peshawar,ssp245,86.7
2050-11,KPK,Peshawar,ssp245,68.9
2050-12,KPK,Peshawar,ssp245,82.7
2051-01,KPK,Peshawar,ssp245,103.7
2051-02,KPK,Peshawar,ssp245,140.0
2051-03,KPK,Peshawar,ssp245,141.2
2051-04,KPK,Peshawar,ssp245,160.8
2051-05,KPK,Peshawar,ssp245,141.3
2051-06,KPK,Peshawar,ssp245,117.0
2051-07,KPK,Peshawar,ssp245,104.1
2051-08,KPK,Peshawar,ssp245,91.9
2051-09,KPK,Peshawar,ssp245,83.7
2051-10,KPK,Peshawar,ssp245,79.1
2051-11,KPK,Peshawar,ssp245,77.5
2051-12,KPK,Peshawar,ssp245,95.3
2052-01,KPK,Peshawar,ssp245,90.4
2052-02,KPK,Peshawar,ssp245,133.7
2052-03,KPK,Peshawar,ssp245,147.2
2052-04,KPK,Peshawar,ssp245,150.2
2052-05,KPK,Peshawar,ssp245,141.9
2052-06,KPK,Peshawar,ssp245,138.8
2052-07,KPK,Peshawar,ssp245,120.1
2052-08,KPK,Peshawar,ssp245,105.8
2052-09,KPK,Peshawar,ssp245,74.0
2052-10,KPK,Peshawar,ssp245,63.9
2052-11,KPK,Peshawar,ssp245,90.2
2052-12,KPK,Peshawar,ssp245,88.5
2053-01,KPK,Peshawar,ssp245,107.8
2053-02,KPK,Peshawar,ssp245,121.9
2053-03,KPK,Peshawar,ssp245,151.1
2053-04,KPK,Peshawar,ssp245,158.2
2053-05,KPK,Peshawar,ssp245,154.6
2053-06,KPK,Peshawar,ssp245,134.7
2053-07,KPK,Peshawar,ssp245,116.5
2053-08,KPK,Peshawar,ssp245,95.9
2053-09,KPK,Peshawar,ssp245,80.4
2053-10,KPK,Peshawar,ssp245,80.1
2053-11,KPK,Peshawar,ssp245,83.2
2053-12,KPK,Peshawar,ssp245,93.4
2054-01,KPK,Peshawar,ssp245,108.6
2054-02,KPK,Peshawar,ssp245,139.8
2054-03,KPK,Peshawar,ssp245,144.4
2054-04,KPK,Peshawar,ssp245,153.3
2054-05,KPK,Peshawar,ssp245,143.5
2054-06,KPK,Peshawar,ssp245,150.3
2054-07,KPK,Peshawar,ssp245,105.7
2054-08,KPK,Peshawar,ssp245,97.7
2054-09,KPK,Peshawar,ssp245,82.6
2054-10,KPK,Peshawar,ssp245,78.7
2054-11,KPK,Peshawar,ssp245,77.3
2054-12,KPK,Peshawar,ssp245,93.5
2055-01,KPK,Peshawar,ssp245,112.2
2055-02,KPK,Peshawar,ssp245,113.6
2055-03,KPK,Peshawar,ssp245,143.9
2055-04,KPK,Peshawar,ssp245,166.0
2055-05,KPK,Peshawar,ssp245,143.7
2055-06,KPK,Peshawar,ssp245,135.9
2055-07,KPK,Peshawar,ssp245,134.5
2055-08,KPK,Peshawar,ssp245,86.0
2055-09,KPK,Peshawar,ssp245,74.5
2055-10,KPK,Peshawar,ssp245,71.0
2055-11,KPK,Peshawar,ssp245,63.1
2055-12,KPK,Peshawar,ssp245,87.1
2056-01,KPK,Peshawar,ssp245,103.6
2056-02,KPK,Peshawar,ssp245,139.7
2056-03,KPK,Peshawar,ssp245,148.9
2056-04,KPK,Peshawar,ssp245,140.0
2056-05,KPK,Peshawar,ssp245,157.2
2056-06,KPK,Peshawar,ssp245,143.3
2056-07,KPK,Peshawar,ssp245,112.3
2056-08,KPK,Peshawar,ssp245,101.8
2056-09,KPK,Peshawar,ssp245,83.9
2056-10,KPK,Peshawar,ssp245,66.8
2056-11,KPK,Peshawar,ssp245,81.7
2056-12,KPK,Peshawar,ssp245,96.2
2057-01,KPK,Peshawar,ssp245,109.2
2057-02,KPK,Peshawar,ssp245,128.5
2057-03,KPK,Peshawar,ssp245,154.9
2057-04,KPK,Peshawar,ssp245,175.2
2057-05,KPK,Peshawar,ssp245,151.6
2057-06,KPK,Peshawar,ssp245,138.4
2057-07,KPK,Peshawar,ssp245,108.0
2057-08,KPK,Peshawar,ssp245,93.4
2057-09,KPK,Peshawar,ssp245,78.7
2057-10,KPK,Peshawar,ssp245,71.9
2057-11,KPK,Peshawar,ssp245,75.4
2057-12,KPK,Peshawar,ssp245,95.4
2058-01,KPK,Peshawar,ssp245,112.2
2058-02,KPK,Peshawar,ssp245,147.0
2058-03,KPK,Peshawar,ssp245,168.5
2058-04,KPK,Peshawar,ssp245,152.5
2058-05,KPK,Peshawar,ssp245,150.0
2058-06,KPK,Peshawar,ssp245,141.1
2058-07,KPK,Peshawar,ssp245,121.6
2058-08,KPK,Peshawar,ssp245,90.5
2058-09,KPK,Peshawar,ssp245,76.9
2058-10,KPK,Peshawar,ssp245,80.3
2058-11,KPK,Peshawar,ssp245,68.8
2058-12,KPK,Peshawar,ssp245,113.8
2059-01,KPK,Peshawar,ssp245,119.9
2059-02,KPK,Peshawar,ssp245,136.0
2059-03,KPK,Peshawar,ssp245,152.5
2059-04,KPK,Peshawar,ssp245,151.0
2059-05,KPK,Peshawar,ssp245,167.7
2059-06,KPK,Peshawar,ssp245,138.0
2059-07,KPK,Peshawar,ssp245,114.7
2059-08,KPK,Peshawar,ssp245,110.9
2059-09,KPK,Peshawar,ssp245,90.2
2059-10,KPK,Peshawar,ssp245,75.2
2059-11,KPK,Peshawar,ssp245,85.7
2059-12,KPK,Peshawar,ssp245,95.1
2060-01,KPK,Peshawar,ssp245,115.7
2060-02,KPK,Peshawar,ssp245,137.6
2060-03,KPK,Peshawar,ssp245,156.9
2060-04,KPK,Peshawar,ssp245,168.7
2060-05,KPK,Peshawar,ssp245,170.0
2060-06,KPK,Peshawar,ssp245,122.9
2060-07,KPK,Peshawar,ssp245,136.9
2060-08,KPK,Peshawar,ssp245,106.2
2060-09,KPK,Peshawar,ssp245,83.3
2060-10,KPK,Peshawar,ssp245,74.4
2060-11,KPK,Peshawar,ssp245,68.9
2060-12,KPK,Peshawar,ssp245,107.8
2061-01,KPK,Peshawar,ssp245,111.0
2061-02,KPK,Peshawar,ssp245,145.3
2061-03,KPK,Peshawar,ssp245,152.4
2061-04,KPK,Peshawar,ssp245,148.7
2061-05,KPK,Peshawar,ssp245,159.0
2061-06,KPK,Peshawar,ssp245,144.4
2061-07,KPK,Peshawar,ssp245,112.7
2061-08,KPK,Peshawar,ssp245,105.9
2061-09,KPK,Peshawar,ssp245,98.1
2061-10,KPK,Peshawar,ssp245,82.4
2061-11,KPK,Peshawar,ssp245,87.6
2061-12,KPK,Peshawar,ssp245,93.9
2062-01,KPK,Peshawar,ssp245,112.4
2062-02,KPK,Peshawar,ssp245,138.1
2062-03,KPK,Peshawar,ssp245,157.1
2062-04,KPK,Peshawar,ssp245,162.3
2062-05,KPK,Peshawar,ssp245,155.1
2062-06,KPK,Peshawar,ssp245,160.8
2062-07,KPK,Peshawar,ssp245,125.3
2062-08,KPK,Peshawar,ssp245,92.7
2062-09,KPK,Peshawar,ssp245,75.8
2062-10,KPK,Peshawar,ssp245,66.2
2062-11,KPK,Peshawar,ssp245,77.5
2062-12,KPK,Peshawar,ssp245,105.0
2063-01,KPK,Peshawar,ssp245,119.2
2063-02,KPK,Peshawar,ssp245,136.9
2063-03,KPK,Peshawar,ssp245,162.0
2063-04,KPK,Peshawar,ssp245,167.4
2063-05,KPK,Peshawar,ssp245,160.5
2063-06,KPK,Peshawar,ssp245,142.4
2063-07,KPK,Peshawar,ssp245,121.6
2063-08,KPK,Peshawar,ssp245,91.0
2063-09,KPK,Peshawar,ssp245,71.8
2063-10,KPK,Peshawar,ssp245,74.4
2063-11,KPK,Peshawar,ssp245,80.1
2063-12,KPK,Peshawar,ssp245,95.2
2064-01,KPK,Peshawar,ssp245,121.0
2064-02,KPK,Peshawar,ssp245,139.5
2064-03,KPK,Peshawar,ssp245,148.4
2064-04,KPK,Peshawar,ssp245,163.3
2064-05,KPK,Peshawar,ssp245,161.2
2064-06,KPK,Peshawar,ssp245,139.7
2064-07,KPK,Peshawar,ssp245,129.1
2064-08,KPK,Peshawar,ssp245,104.6
2064-09,KPK,Peshawar,ssp245,90.0
2064-10,KPK,Peshawar,ssp245,78.7
2064-11,KPK,Peshawar,ssp245,90.4
2064-12,KPK,Peshawar,ssp245,107.7
2065-01,KPK,Peshawar,ssp245,108.4
2065-02,KPK,Peshawar,ssp245,152.4
2065-03,KPK,Peshawar,ssp245,155.5
2065-04,KPK,Peshawar,ssp245,170.1
2065-05,KPK,Peshawar,ssp245,141.8
2065-06,KPK,Peshawar,ssp245,141.1
2065-07,KPK,Peshawar,ssp245,110.7
2065-08,KPK,Peshawar,ssp245,102.0
2065-09,KPK,Peshawar,ssp245,89.4
2065-10,KPK,Peshawar,ssp245,85.6
2065-11,KPK,Peshawar,ssp245,88.3
2065-12,KPK,Peshawar,ssp245,93.8
2066-01,KPK,Peshawar,ssp245,134.3
2066-02,KPK,Peshawar,ssp245,134.7
2066-03,KPK,Peshawar,ssp245,157.8
2066-04,KPK,Peshawar,ssp245,160.0
2066-05,KPK,Peshawar,ssp245,155.9
2066-06,KPK,Peshawar,ssp245,134.6
2066-07,KPK,Peshawar,ssp245,133.1
2066-08,KPK,Peshawar,ssp245,109.8
2066-09,KPK,Peshawar,ssp245,89.5
2066-10,KPK,Peshawar,ssp245,82.3
2066-11,KPK,Peshawar,ssp245,81.7
2066-12,KPK,Peshawar,ssp245,103.5
2067-01,KPK,Peshawar,ssp245,118.2
2067-02,KPK,Peshawar,ssp245,146.7
2067-03,KPK,Peshawar,ssp245,164.4
2067-04,KPK,Peshawar,ssp245,165.1
2067-05,KPK,Peshawar,ssp245,164.6
2067-06,KPK,Peshawar,ssp245,150.9
2067-07,KPK,Peshawar,ssp245,131.9
2067-08,KPK,Peshawar,ssp245,120.3
2067-09,KPK,Peshawar,ssp245,78.9
2067-10,KPK,Peshawar,ssp245,74.9
2067-11,KPK,Peshawar,ssp245,80.7
2067-12,KPK,Peshawar,ssp245,103.8
2068-01,KPK,Peshawar,ssp245,113.9
2068-02,KPK,Peshawar,ssp245,142.9
2068-03,KPK,Peshawar,ssp245,168.8
2068-04,KPK,Peshawar,ssp245,173.6
2068-05,KPK,Peshawar,ssp245,175.1
2068-06,KPK,Peshawar,ssp245,153.9
2068-07,KPK,Peshawar,ssp245,134.5
2068-08,KPK,Peshawar,ssp245,101.9
2068-09,KPK,Peshawar,ssp245,88.1
2068-10,KPK,Peshawar,ssp245,92.2
2068-11,KPK,Peshawar,ssp245,97.6
2068-12,KPK,Peshawar,ssp245,91.5
2069-01,KPK,Peshawar,ssp245,116.4
2069-02,KPK,Peshawar,ssp245,140.4
2069-03,KPK,Peshawar,ssp245,156.6
2069-04,KPK,Peshawar,ssp245,179.1
2069-05,KPK,Peshawar,ssp245,177.3
2069-06,KPK,Peshawar,ssp245,150.8
2069-07,KPK,Peshawar,ssp245,130.2
2069-08,KPK,Peshawar,ssp245,121.9
2069-09,KPK,Peshawar,ssp245,95.3
2069-10,KPK,Peshawar,ssp245,90.7
2069-11,KPK,Peshawar,ssp245,94.9
2069-12,KPK,Peshawar,ssp245,110.1
2070-01,KPK,Peshawar,ssp245,138.5
2070-02,KPK,Peshawar,ssp245,154.5
2070-03,KPK,Peshawar,ssp245,164.9
2070-04,KPK,Peshawar,ssp245,166.8
2070-05,KPK,Peshawar,ssp245,166.4
2070-06,KPK,Peshawar,ssp245,136.4
2070-07,KPK,Peshawar,ssp245,132.1
2070-08,KPK,Peshawar,ssp245,108.9
2070-09,KPK,Peshawar,ssp245,95.3
2070-10,KPK,Peshawar,ssp245,78.4
2070-11,KPK,Peshawar,ssp245,96.6
2070-12,KPK,Peshawar,ssp245,109.6
2071-01,KPK,Peshawar,ssp245,129.0
2071-02,KPK,Peshawar,ssp245,152.7
2071-03,KPK,Peshawar,ssp245,158.8
2071-04,KPK,Peshawar,ssp245,159.6
2071-05,KPK,Peshawar,ssp245,168.8
2071-06,KPK,Peshawar,ssp245,133.2
2071-07,KPK,Peshawar,ssp245,134.1
2071-08,KPK,Peshawar,ssp245,124.8
2071-09,KPK,Peshawar,ssp245,96.6
2071-10,KPK,Peshawar,ssp245,94.8
2071-11,KPK,Peshawar,ssp245,106.5
2071-12,KPK,Peshawar,ssp245,117.2
2072-01,KPK,Peshawar,ssp245,147.6
2072-02,KPK,Peshawar,ssp245,144.1
2072-03,KPK,Peshawar,ssp245,163.5
2072-04,KPK,Peshawar,ssp245,175.5
2072-05,KPK,Peshawar,ssp245,153.8
2072-06,KPK,Peshawar,ssp245,151.1
2072-07,KPK,Peshawar,ssp245,131.0
2072-08,KPK,Peshawar,ssp245,119.8
2072-09,KPK,Peshawar,ssp245,102.9
2072-10,KPK,Peshawar,ssp245,95.1
2072-11,KPK,Peshawar,ssp245,100.2
2072-12,KPK,Peshawar,ssp245,110.6
2073-01,KPK,Peshawar,ssp245,133.2
2073-02,KPK,Peshawar,ssp245,157.7
2073-03,KPK,Peshawar,ssp245,174.9
2073-04,KPK,Peshawar,ssp245,167.2
2073-05,KPK,Peshawar,ssp245,170.7
2073-06,KPK,Peshawar,ssp245,151.5
2073-07,KPK,Peshawar,ssp245,133.5
2073-08,KPK,Peshawar,ssp245,119.7
2073-09,KPK,Peshawar,ssp245,93.7
2073-10,KPK,Peshawar,ssp245,83.1
2073-11,KPK,Peshawar,ssp245,88.8
2073-12,KPK,Peshawar,ssp245,106.7
2074-01,KPK,Peshawar,ssp245,136.6
2074-02,KPK,Peshawar,ssp245,151.5
2074-03,KPK,Peshawar,ssp245,163.4
2074-04,KPK,Peshawar,ssp245,179.6
2074-05,KPK,Peshawar,ssp245,169.4
2074-06,KPK,Peshawar,ssp245,158.5
2074-07,KPK,Peshawar,ssp245,149.3
2074-08,KPK,Peshawar,ssp245,126.3
2074-09,KPK,Peshawar,ssp245,99.3
2074-10,KPK,Peshawar,ssp245,93.8
2074-11,KPK,Peshawar,ssp245,105.4
2074-12,KPK,Peshawar,ssp245,121.9
2075-01,KPK,Peshawar,ssp245,130.1
2075-02,KPK,Peshawar,ssp245,144.3
2075-03,KPK,Peshawar,ssp245,175.7
2075-04,KPK,Peshawar,ssp245,176.4
2075-05,KPK,Peshawar,ssp245,173.9
2075-06,KPK,Peshawar,ssp245,158.2
2075-07,KPK,Peshawar,ssp245,128.0
2075-08,KPK,Peshawar,ssp245,108.8
2075-09,KPK,Peshawar,ssp245,105.8
2075-10,KPK,Peshawar,ssp245,90.9
2075-11,KPK,Peshawar,ssp245,91.7
2075-12,KPK,Peshawar,ssp245,110.9
2076-01,KPK,Peshawar,ssp245,136.9
2076-02,KPK,Peshawar,ssp245,150.8
2076-03,KPK,Peshawar,ssp245,183.4
2076-04,KPK,Peshawar,ssp245,181.9
2076-05,KPK,Peshawar,ssp245,158.6
2076-06,KPK,Peshawar,ssp245,156.8
2076-07,KPK,Peshawar,ssp245,146.4
2076-08,KPK,Peshawar,ssp245,139.1
2076-09,KPK,Peshawar,ssp245,94.9
2076-10,KPK,Peshawar,ssp245,93.2
2076-11,KPK,Peshawar,ssp245,88.2
2076-12,KPK,Peshawar,ssp245,118.3
2077-01,KPK,Peshawar,ssp245,138.5
2077-02,KPK,Peshawar,ssp245,157.8
2077-03,KPK,Peshawar,ssp245,162.6
2077-04,KPK,Peshawar,ssp245,182.6
2077-05,KPK,Peshawar,ssp245,185.2
2077-06,KPK,Peshawar,ssp245,166.5
2077-07,KPK,Peshawar,ssp245,138.1
2077-08,KPK,Peshawar,ssp245,114.2
2077-09,KPK,Peshawar,ssp245,106.4
2077-10,KPK,Peshawar,ssp245,92.9
2077-11,KPK,Peshawar,ssp245,80.1
2077-12,KPK,Peshawar,ssp245,101.7
2078-01,KPK,Peshawar,ssp245,146.3
2078-02,KPK,Peshawar,ssp245,166.9
2078-03,KPK,Peshawar,ssp245,170.9
2078-04,KPK,Peshawar,ssp245,171.4
